TYPE	CORPUS	TEXTCODE	original_arabish	CODE	original_WORDS	original_TOKEN	POS	original_LEMMA	nota radice	GOVERNORATE	original_GOVERNORATE	AGE_RANGE	GENDER
blog	humor_noir.json	20110404	el	arabizi	ال	ال	DET	ال	ال	Tunis	Tunis	25-35	M
blog	humor_noir.json	20110404	kraheb	arabizi	كراهب	كراهب	NOUN	كرهبة	رهب	Tunis	Tunis	25-35	M
blog	humor_noir.json	20110404	rejss	arabizi	رجس	رجس	ADJ	رجس	رجس	Tunis	Tunis	25-35	M
blog	humor_noir.json	20110404	mena	arabizi	من	من	PREP	من	من	Tunis	Tunis	25-35	M
blog	humor_noir.json	20110404	al	arabizi	ال	ال	DET	ال	ال	Tunis	Tunis	25-35	M
blog	humor_noir.json	20110404	chaytan	arabizi	شيطان	شيطان	NOUN	شيطان	شيط	Tunis	Tunis	25-35	M
blog	humor_noir.json	20110404	wou	arabizi	و	و	CONJ	و	و	Tunis	Tunis	25-35	M
blog	humor_noir.json	20110404	troddouna	arabizi	تردّونا	تردّوا+نا	PV-PVSUFF_SUBJ:2P+IVSUFF_DO:1P	ردّ	ردد	Tunis	Tunis	25-35	M
blog	humor_noir.json	20110404	memchiwou	arabizi	ما نمشيوا	ما+نمشيوا	NEG_PART+IV1P-IV-IVSUFF_SUBJ:P	مشى	مشش	Tunis	Tunis	25-35	M
blog	humor_noir.json	20110404	3ala	arabizi	على	على	PREP	على	علي	Tunis	Tunis	25-35	M
blog	humor_noir.json	20110404	bhaym	arabizi	بهايم	بهايم	ADJ	بهيم	بهم	Tunis	Tunis	25-35	M
blog	humor_noir.json	20110404	kifkom	arabizi	كيفكم	كيف+كم	CONJ+PRON_2P	كيف	كيف	Tunis	Tunis	25-35	M
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
blog	humor_noir.json	20120511	salla	arabizi	صلى	صلى	PV-PVSUFF_SUBJ:3MS	صلّى	صلي	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	...	arabizi	...	...	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	9leb	arabizi	قلب	قلب	PV-PVSUFF_SUBJ:3MS	قلب	قلب	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	el	arabizi	ال	ال	DET	ال	ال	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	vista	arabizi	فيستة	فيستة	NOUN-NSUFF_FEM_SG	فيستة	nan	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	-	arabizi	ـ	ـ	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	fi	arabizi	في	في	PREP	في	في	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	slet	arabizi	صلاة	صلاة	NOUN-NSUFF_FEM_SG	صلاة	صلي	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	el	arabizi	ال	ال	DET	ال	ال	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	sobe7	arabizi	صبح	صبح	NOUN	صبح	صبح	Tunis	Tunis	25-35	M
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
blog	humor_noir.json	20120511	aya	arabizi	ايّ	ايّ	INTERJ	ايّ	INTERJ	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	hawou	arabizi	هاه	ها+ه	FOCUS_PART+PRON_3MS	هو	هو	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	adhen	arabizi	اذان	اذان	CV2S-CV	أذان	ذين	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	,	arabizi	,	,	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	barra	arabizi	برّا	برّا	ADV	برّا	بريك	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	twadha	arabizi	توضى	توضى	CV2P-CV	توضى	nan	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	wou	arabizi	و	و	CONJ	و	و	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	ija	arabizi	اجا	اجا	CV2S-CV	جا	جي	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	salli	arabizi	صلّي	صلّي	CV2S-CV	صلّى	صلي	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	,	arabizi	,	,	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	el	arabizi	ال	ال	DET	ال	ال	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	goyyed	arabizi	قياد	قياد	NOUN	قياد	قيد	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	,	arabizi	,	,	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	wou	arabizi	و	و	CONJ	و	و	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	A3yed	arabizi	عياد	عياد	NOUN	عيد	عيد	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	,	arabizi	,	,	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	kifech	arabizi	كيفاش	كيفاش	INTERROG_PRON	كيفاش	nan	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	,	arabizi	,	,	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	lé	arabizi	لا	لا	NEG_PART	لا	لا	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	ena	arabizi	انا	انا	PRON_1S	هو	انا	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	3ala	arabizi	على	على	PREP	على	علي	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	Janne	arabizi	جنّة	جنّة	NOUN-NSUFF_FEM_SG	جنّة	جنن	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	...	arabizi	...	...	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	M
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
blog	humor_noir.json	20120511	ba	foreign	ba	foreign	foreign	foreign	foreign	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	,	arabizi	,	,	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	achouwa	arabizi	اشهو	اش+هو	INTERROG_PRON+PRON_3MS	اش	nan	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	9tlou	arabizi	قلت له	قلت+ل+ه	PV-PVSUFF_SUBJ:3MS+[PREP+PRON_3MS]PVSUFF_IO:3MS	قال	قول	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	mel	arabizi	مال	م+ال	PREP+DET	من	من	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	marsa	arabizi	مرسى	مرسى	NOUN_PROP	مرسى	NOUN_PROP	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	bdina	arabizi	بدينا	بدينا	PV-PVSUFF_SUBJ:1P	بدا	أبد	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	en9adfou	arabizi	نقدفوا	نقدفوا	PV-PVSUFF_SUBJ:1P	قدف	nan	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	,	arabizi	,	,	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	mouch	arabizi	موش	موش	NEG_PART	مش	مشش	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	9olet	arabizi	قلت	قلت	PV-PVSUFF_SUBJ:1S	قال	قول	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	elli	arabizi	اللي	اللي	REL_PRON	اللي	اللي	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	enti	arabizi	انتي	انتي	PRON_2S	هو	انتي	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	mess	arabizi	مس	مس	ABBREV	مسلم	ABBREV	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	...	arabizi	...	...	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	M
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
blog	humor_noir.json	20120511	lem	arabizi	لم	لم	ABBREV	مسلم	ABBREV	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	mennek	arabizi	منك	من+ك	PREP+PRON_2S	من	من	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	7ad	arabizi	حدّ	حدّ	PRON_INDEF	حدّ	حدد	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	la	arabizi	لا	لا	NEG_PART	لا	لا	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	kbir	arabizi	كبير	كبير	ADJ	كبير	كبر	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	wou	arabizi	و	و	CONJ	و	و	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	la	arabizi	لا	لا	NEG_PART	لا	لا	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	sghir	arabizi	صغير	صغير	ADJ	صغير	صغر	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	,	arabizi	,	,	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	ti	arabizi	تي	تي	INTERJ	تي	INTERJ	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	mouch	arabizi	موش	موش	NEG_PART	مش	مشش	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	9olet	arabizi	قلت	قلت	PV-PVSUFF_SUBJ:1S	قال	قول	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	elli	arabizi	اللي	اللي	REL_PRON	اللي	اللي	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	enti	arabizi	انتي	انتي	PRON_2S	هو	انتي	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	3yit	arabizi	عيّط	عيّط	PV-PVSUFF_SUBJ:2S	عيّط	عيط	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	takel	arabizi	تكل	تكل	IV2S-IV	كلا	كلل	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	fil	arabizi	فال	في+ال	PREP+DET	في	في	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	massbet	arabizi	مصبة	مصبة	NOUN-NSUFF_FEM_SG	مصبة	صبب	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	fi	arabizi	في	في	PREP	في	في	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	hak	arabizi	هاك	ها+ك	DEM_PRON+PRON_2S	هو	هاك	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	el	arabizi	ال	ال	DET	ال	ال	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	3ahed	arabizi	عهد	عهد	NOUN	عهد	عهد	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	el	arabizi	ال	ال	DET	ال	ال	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	bayet	arabizi	بايات	بايات	NOUN_PROP	باي	NOUN_PROP	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	jamrou	arabizi	جمره	جمر+ه	NOUN+POSS_PRON_3MS	جمر	جمر	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	atawa	arabizi	اتوّا	اتوّا	ADV	اتوّا	توو	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	tal9ah	arabizi	تلقاه	تلقى+ه	IV2S-IV+IVSUFF_DO:3MS	لقى	لقي	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	s5oun	arabizi	سخون	سخون	ADJ	سخون	سخن	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	...	arabizi	...	...	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	M
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
blog	humor_noir.json	20120511	ghzarli	arabizi	غزّر لي	غزّر+ل+ي	PV-PVSUFF_SUBJ:3MS+[PREP+PRON_1S]PVSUFF_IO:1S	غزر	غزر	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	hakka	arabizi	هكّا	هكّا	ADV	هكّا	nan	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	men	arabizi	من	من	PREP	من	من	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	ta7et	arabizi	تحت	تحت	PREP	تحت	تحت	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	le7ytou	arabizi	لحيته	لحية+ه	NOUN-NSUFF_FEM_SG+POSS_PRON_3MS	لحية	لحي	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	wou	arabizi	و	و	CONJ	و	و	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	hiya	arabizi	هي	هي	PRON_3FS	هو	هي	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	tetdaldell	arabizi	تتدلدل	تتدلدل	IV3FS-IV_PASS	دلدل	دلدل	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	men	arabizi	من	من	PREP	من	من	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	wejhou	arabizi	وجهه	وجه+ه	NOUN+POSS_PRON_3MS	وجه	وجه	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	wou	arabizi	و	و	CONJ	و	و	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	9alli	arabizi	قال لي	قال+ل+ي	PV-PVSUFF_SUBJ:3MS+[PREP+PRON_1S]PVSUFF_IO:1S	قال	قول	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	ena	arabizi	انا	انا	PRON_1S	هو	انا	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	wahhabi	arabizi	وهابي	وهابي	NOUN_PROP	وهابي	NOUN_PROP	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	amabann	arabizi	امابان	امابان	NOUN_PROP	امابان	NOUN_PROP	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	3an	arabizi	عن	عن	PREP	عن	عن	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	jad	arabizi	جد	جد	ADV	جد	جدد	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	...	arabizi	...	...	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	M
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
blog	humor_noir.json	20120511	ah	arabizi	اه	اه	INTERJ	اه	INTERJ	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	mella	arabizi	ملّا	ملّا	EXCLAM_PRON	ملّا	ملل	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	...	arabizi	...	...	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	M
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
blog	humor_noir.json	20120511	9otlou	arabizi	قلت له	قلت+ل+ه	PV-PVSUFF_SUBJ:1S+[PREP+PRON_3MS]PVSUFF_IO:3MS	قال	قول	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	wahhabi	arabizi	وهابي	وهابي	NOUN_PROP	وهابي	NOUN_PROP	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	wou	arabizi	و	و	CONJ	و	و	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	fhemneha	arabizi	فهمناها	فهمنا+ها	PV-PVSUFF_SUBJ:1P+PVSUFF_DO:3FS	فهم	فهم	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	ama	arabizi	اما	اما	CONJ	اما	أما	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	aban	arabizi	ابان	ابان	NOUN_PROP	ابان	NOUN_PROP	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	,	arabizi	,	,	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	delice	foreign	delice	foreign	foreign	foreign	foreign	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	mamzouz	arabizi	ممزوج	ممزوج	ADJ	ممزوج	nan	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	ma	arabizi	ما	ما	NEG_PART	ما	موه	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	ydhhorli	arabizi	يظهر لي	يظهر+ل+ي	IV3MS-IV+[PREP+PRON_1S]IVSUFF_IO:1S	ظهر	ظهر	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	,	arabizi	,	,	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	7maret	arabizi	حمرة	حمرة	NOUN-NSUFF_FEM_SG	حمر	حمر	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	wou	arabizi	و	و	CONJ	و	و	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	9alli	arabizi	قال لي	قال+ل+ي	PV-PVSUFF_SUBJ:3MS+[PREP+PRON_1S]PVSUFF_IO:1S	قال	قول	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	lé	arabizi	لا	لا	INTERJ	لا	INTERJ	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	mouch	arabizi	موش	موش	NEG_PART	مش	مشش	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	mamzouz	arabizi	ممزوز	ممزوز	ADJ	ممزوج	nan	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	3andi	arabizi	عندي	عند+ي	PREP+PRON_1S	عند	عند	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	el	arabizi	ال	ال	DET	ال	ال	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	7a9	arabizi	حق	حق	NOUN	حقّ	حقق	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	fi	arabizi	في	في	PREP	في	في	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	Areb3a	arabizi	الرابع	ال+رابع	DET+NOUN	رابع	ربع	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	...	arabizi	...	...	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	M
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
blog	humor_noir.json	20120511	ah	arabizi	اه	اه	INTERJ	اه	INTERJ	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	9otlou	arabizi	قلت له	قلت+ل+ه	PV-PVSUFF_SUBJ:3MS+[PREP+PRON_3MS]PVSUFF_IO:3MS	قال	قول	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	ki	arabizi	كي	كي	SUB_CONJ	كي	كيي	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	el	arabizi	ال	ال	DET	ال	ال	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	7keya	arabizi	حكاية	حكاية	NOUN-NSUFF_FEM_SG	حكاية	حكي	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	hakka	arabizi	هكّا	هكّا	ADV	هكّا	nan	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	,	arabizi	,	,	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	mella	arabizi	مالا	مالا	CONJ	مالا	ميل	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	3andek	arabizi	عندك	عند+ك	PREP+PRON_2S	عند	عند	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	el	arabizi	ال	ال	DET	ال	ال	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	7a9	arabizi	حق	حق	NOUN	حقّ	حقق	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	bech	arabizi	باش	باش	FUT_PART	باش	باش	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	etkoun	arabizi	تكون	تكون	IV2S-IV	كان	كون	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	3ala	arabizi	على	على	PREP	على	علي	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	jeneba	arabizi	جانبة	جانبة	NOUN-NSUFF_FEM_SG	جانب	جنب	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	,	arabizi	,	,	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	sidi	arabizi	سيّدي	سيّد+ي	NOUN+POSS_PRON_1S	سيّدي	سيد	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	5ouya	arabizi	خويا	خو+يا	NOUN+POSS_PRON_1S	خو	nan	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	,	arabizi	,	,	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	wou	arabizi	و	و	CONJ	و	و	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	rabbi	arabizi	ربّي	ربّ+ي	NOUN+POSS_PRON_1S	ربّ	ربب	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	ta3mel	arabizi	تعمل	تعمل	IV2S-IV	عمل	عمل	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	bihom	arabizi	بهم	ب+هم	PREP+PRON_3P	ب	ب	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	bartouzz	arabizi	برتوز	برتوز	NOUN	برتوز	nan	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	,	arabizi	,	,	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	mella	arabizi	مالا	مالا	CONJ	مالا	ميل	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	kifeh	arabizi	كيفاه	كيفاه	INTERROG_PRON	كيفاش	nan	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	...	arabizi	...	...	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	M
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
blog	humor_noir.json	20120511	9alli	arabizi	قال لي	قال+ل+ي	PV-PVSUFF_SUBJ:3MS+[PREP+PRON_1S]PVSUFF_IO:1S	قال	قول	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	sallit	arabizi	صلّيت	صلّيت	PV-PVSUFF_SUBJ:1S	صلّى	صلي	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	,	arabizi	,	,	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	9otlou	arabizi	قلت ل ه	قلت+ل+ه	PV-PVSUFF_SUBJ:1S+[PREP+PRON_3MS]PVSUFF_IO:3MS	قال	قول	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	hani	arabizi	هاني	ها+ني	FOCUS_PART+PRON_1S	هو	ها	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	9ayem	arabizi	قايم	قايم	ADJ	قايم	nan	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	en	arabizi	ان	ان	ABBREV	ان	ABBREV	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	...	arabizi	...	...	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	selli	arabizi	صلّي	صلّي	ABBREV	سلّ	ABBREV	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	jwiniya	arabizi	جوينيّة	جوينيّة	ADV	جويني	nan	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	wou	arabizi	لا	لا	NEG_PART	لا	لا	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	en5allk	arabizi	نخلّيك	نخلّى+ك	IV1S-IV+IVSUFF_DO:2S	خلّى	خلل	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	ghare9	arabizi	غارق	غارق	ADJ	غارق	غرق	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	lel	arabizi	لال	ل+ال	PREP+DET	ل	ل	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	3ankouche	arabizi	عنكوش	عنكوش	NOUN	عنكوش	nan	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	peaudouce	foreign	peaudouce	foreign	foreign	foreign	foreign	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	,	arabizi	,	,	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	fi	arabizi	في	في	PREP	في	في	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	3ezzek	arabizi	عزّك	عزّ+ك	NOUN+POSS_PRON_2S	عزّ	عزز	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	yetrabba	arabizi	يتربّى	يتربّى	IV3MS-IV	تربّى	ترب	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	bel	arabizi	بال	ب+ال	PREP+DET	ب	ب	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	5ouf	arabizi	خوف	خوف	NOUN	خوف	خيف	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	,	arabizi	,	,	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	mella	arabizi	مالا	مالا	CONJ	مالا	ميل	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	kifech	arabizi	كيفاش	كيفاش	INTERROG_PRON	كيفاش	nan	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	bech	arabizi	باش	باش	FUT_PART	باش	باش	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	enrak7ou	arabizi	نركحوا	نركحوا	IV1P-IV-IVSUFF_SUBJ:P	ركح	nan	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	el	arabizi	ال	ال	DET	ال	ال	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	cha3eb	arabizi	شعب	شعب	NOUN	شعب	شعب	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	,	arabizi	,	,	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	9otlou	arabizi	قلت له	قلت+ل+ه	PV-PVSUFF_SUBJ:1S+[PREP+PRON_3MS]PVSUFF_IO:3MS	قال	قول	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	kifech	arabizi	كيفاش	كيفاش	INTERROG_PRON	كيفاش	nan	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	trah	arabizi	تراه	تراه	INTERJ	را	INTERJ	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	9olli	arabizi	قل لي	قل+ل+ي	CV2S-CV+[PREP+PRON_1S]PVSUFF_IO:1S	قال	قول	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	?	arabizi	؟	؟	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	,	arabizi	,	,	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	enghanniwoulou	arabizi	نغنيوا له	نغنيوا+ل+ه	IV1P-IV-IVSUFF_SUBJ:P+[PREP+PRON_3MS]IVSUFF_IO:3MS	غنى	غنن	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	ghnayet	arabizi	غناية	غناية	NOUN-NSUFF_FEM_SG	غناية	nan	Tunis	Tunis	25-35	M
blog	humor_noir.json	20120511	,	arabizi	,	,	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	M
